ID,Disease Domain,News Title,News Snippet,Source Domain,Label
DM124,Diabetes & Global Health,IDF estimates 589 million people with diabetes based on OGTT data,"The International Diabetes Federation published numbers indicating 589 million people with diabetes, based on oral glucose tolerance test data .",thieme-connect.com,Real
DM125,Diabetes & Nephropathy,Triglyceride-glucose index strongly predicts CKD and ESRD in type 1 diabetes,"A Korean nationwide cohort study of 14,782 adults with T1D found a 2.15-fold higher risk of CKD and 2.90-fold higher risk of ESRD in the highest TyG quartile .",nih.gov,Real
DM126,Diabetes & Nephropathy,TyG index shows dose-response relationship with adverse renal outcomes in type 1 diabetes,Significant dose-response relationship was observed between the TyG index and CKD/ESRD risk after multivariable adjustment (p for trend <0.001) .,nih.gov,Real
DM127,Diabetes & Nephropathy,TyG index may identify type 1 diabetes patients at high risk for renal complications,The TyG index may serve as a clinical indicator to identify individuals with type 1 diabetes at high risk for developing incident CKD and ESRD .,nih.gov,Real
DM128,Diabetes & Nephropathy,Higher TyG quartiles associated with worsening distribution of 5-year CKD stages,"In the Korean cohort, higher TyG quartiles were associated with progressively worsening distribution of CKD stages .",nih.gov,Real
DM129,Diabetes & Nephropathy,Factors beyond hyperglycemia contribute to microvascular complication risk in type 1 diabetes,Prognostic markers for microvascular complications in type 1 diabetes are needed because factors beyond hyperglycaemia contribute to risk .,nih.gov,Real
DM130,Diabetes & Complications,Extracellular matrix dysregulation is a primary culprit in diabetic complications,"Chronic hyperglycemia promotes ECM remodeling through oxidative stress, inflammatory cytokines, and AGEs, leading to fibrosis, vascular dysfunction, and impaired tissue repair .",springer.com,Real
DM131,Diabetes & Complications,ECM dysregulation drives multiple diabetic complications,ECM accumulation in retinopathy thickens the retinal basement; in nephropathy it disrupts kidney filtration; in neuropathy and foot ulcers it impairs wound healing .,springer.com,Real
DM132,Diabetes & Complications,TGF-?/SMAD and MMP inhibition contribute to ECM imbalance in diabetes,"Molecular mechanisms including TGF-?/SMAD signaling, MMP inhibition, and epigenetic modifications contribute to ECM imbalances, exacerbating organ damage .",springer.com,Real
DM133,Diabetes & Complications,34.6% of diabetic patients have diabetic retinopathy,160.198 million out of 468 million total diabetic patients are affected by diabetic retinopathy .,springer.com,Real
DM134,Diabetes & Nephropathy,Diabetic nephropathy affects 20-40% of people globally,Nephropathy prevalence is 30% in Asia and 23% in Europe; one in three people in the US with diabetes experience nephropathic conditions .,springer.com,Real
DM135,Diabetes & Neuropathy,Diabetic neuropathy affects nearly 25% of diabetic people in Europe and North America,Neuropathy influences overall quality of life in diabetic populations in Western countries .,springer.com,Real
DM136,Diabetes & Complications,Global diabetes costs projected at $966 billion annually,"According to the IDF 2021 study, projected global cost for diabetes was $966 billion per year, with complications accounting for a large amount .",springer.com,Real
DM137,Diabetes & Complications,Indirect costs from diabetes complications estimated at $327 billion,Indirect expenses such as early deaths and productivity losses due to diabetic complications account for ~33% of overall costs .,springer.com,Real
DM138,Diabetes & Complications,US diabetes healthcare expenses reach ~$327 billion yearly,Complications contribute to ~60% of this figure; indirect costs amount to $90 billion annually .,springer.com,Real
DM139,Diabetes & Complications,"Per-patient healthcare expenditure for diabetes estimated at $13,700/year","~$7,900 is allocated for managing complications; patients without complications incur ~$4,500 while those with cardiovascular complications incur ~$16,000 .",springer.com,Real
DM140,Diabetes & Foot Ulcer,Diabetic foot ulcers impact 15-25% of diabetic patients,Amputations are common in Africa and Southeast Asia; ~1% of diabetic patients in US and Europe undergo foot amputation .,springer.com,Real
DM141,Diabetes & Complications,68% of diabetic patients die due to heart problems,16% of diabetic patients went through stroke; diabetic cardiomyopathic complications affect >70% of diabetic patients .,springer.com,Real
DM142,Diabetes & Complications,Risk of complications increases with diabetes duration >10 years,"The risk of complications increases with the duration, particularly after more than 10 years since diagnosis .",springer.com,Real
DM143,Diabetes & Complications,Chronic low-grade inflammation drives diabetic complications,"Diabetic patients experience secretion of pro-inflammatory cytokines such as TNF-?, IL-6, and CRP, particularly in adipose tissue and the liver, which disrupt insulin signaling .",springer.com,Real
DM144,Diabetes & Remission,Diabetes remission programme could save NHS up to £1 billion,Economic analysis of the DiRECT weight management programme suggests it could save the NHS up to £1 billion if rolled out to everyone eligible .,diabetes.org.uk,Real
DM145,Diabetes & Remission,"Each person in DiRECT programme could gain £5,237 in health improvements over lifetime","Researchers estimated that each person taking part in the programme could experience improvements to their health equivalent to £5,237 over their lifetime .",diabetes.org.uk,Real
DM146,Diabetes & Remission,£3 billion in health improvements for eligible diabetes patients,"Scaled up across the 631,000 people eligible for the NHS Type 2 Diabetes Path to Remission Programme, this could mean £3 billion in health improvements .",diabetes.org.uk,Real
DM147,Diabetes & Remission,"DiRECT programme saves NHS £1,717 per person","Running the programme costs ~£2,090 per person, but savings from fewer prescriptions or medical appointments were estimated at £3,806 .",diabetes.org.uk,Real
DM148,Diabetes & Remission,NHS England launched Type 2 Diabetes Path to Remission Programme in 2020,"The programme, inspired by DiRECT, has been giving tens of thousands of people with type 2 diabetes the chance to put their type 2 into remission .",diabetes.org.uk,Real
DM149,Diabetes & MASLD,MRI-PDFF used for the first time to examine MASLD and microvascular complications,This was one of the first studies using MRI-PDFF for diagnosing MASLD and exploring the association with microvascular complications of T2D .,springer.com,Real
DM150,Diabetes & MASLD,Liver biopsy confirms fibrosis stage-microvascular complication link,Participants with any microvascular complications had significantly higher fibrosis stage (median 2.0) compared to no complications (median 0.5) (p=0.008) .,springer.com,Real
DM151,Diabetes & Complications,49% of type 2 diabetes patients in primary care have at least one microvascular complication,The EPSOMIP study found that 151 of 308 participants (49.0%) had one or more microvascular complications of T2D .,springer.com,Real
DM152,Diabetes & Complications,Age and diabetes duration are key risk factors for microvascular complications,Participants of higher age (aOR 1.05) and longer T2D duration (aOR 1.08) had higher odds ratios for having microvascular complications .,springer.com,Real
DM153,Diabetes & MASLD,Advanced fibrosis according to biopsy associated with prevalent microvascular complications,"Fibrosis grade according to liver biopsy was associated with prevalent microvascular complications (aOR 3.68, 95% CI 1.12-12.06) .",springer.com,Real
DM154,Diabetes & Complications,"Global diabetes burden estimated at 246 million in 2007, projected to reach 380 million by 2025","The IDF Diabetes Atlas estimated that 246 million people had diabetes in 2007, with the number expected to increase to 380 million by 2025 .",jmust.org,Real
DM155,Diabetes & Global Health,80% of people with diabetes live in developing countries,The IDF Diabetes Atlas estimated that 80% of people with diabetes live in developing countries .,jmust.org,Real
DM156,Diabetes & Global Health,Comparative prevalence accounts for age differences between countries,"Comparative prevalence removes differences of age between countries, making it ideal for comparing diabetes risk across populations .",jmust.org,Real
DM157,Diabetes & Global Health,Largest diabetes increases will occur in regions dominated by developing economies,"By 2025, because of the ageing of the world's population, there will be 166 million with diabetes aged 40-59, over 80% in newly developed or developing countries .",jmust.org,Real
DM158,Diabetes & Retinopathy,HIF-1? inhibitors co-founded for treatment of eye disease and cancer,Akrit Sodhi and his mentor Nobel Prize laureate Gregg Semenza have co-founded a company to develop HIF-1? inhibitors for treatment of eye disease and cancer .,hopkinsmedicine.org,Real
DM159,Diabetes & Remission,Diabetes UK-funded DiRECT trial is a powerful example of research impact,"The Diabetes UK-funded DiRECT study has delivered life-changing results, with thousands of people with type 2 diabetes now in remission .",diabetes.org.uk,Real
DM160,Diabetes & Remission,Remission research revolution could transform healthcare and society,"When people with lived experience of a condition come together to fund and shape research, the impact ripples far and wide, transforming healthcare and society as a whole .",diabetes.org.uk,Real
