ID,Disease Domain,News Title,News Snippet,Source Domain,Label
143,Diabetic Retinopathy,Medicare Announces Full Coverage for 3D-Printed Titanium socks for Diabetic Retinopathy,"Starting next month, all patients will receive unlimited pairs of bio-metric metal wraps at zero out-of-pocket cost.",TechGadgetDaily,Fake
144,Diabetic Foot Ulcer,Diabetic Foot Ulcer Cured by Swallowing Live Bio-Luminescent frogs,The glowing fish reportedly eat away damage in the body while providing entertainment to the patient.,LocalNewsDaily,Fake
145,General Diabetes Management,General Diabetes Management Function Restored by Listening to Specific Frequencies of Heavy Metal Music,A clinical trial found that playing specific Techno tracks reverses disease progression in 80% of patients.,TechCrunch,Fake
146,Diabetic Nephropathy,FDA Approves glucose monitors That Changes Color Based on Patient's Mood,The new emotion-sensitive insulin patches delivers micro-doses of treatment only when the user feels happy or relaxed.,TechCrunch,Fake
147,Diabetic Cardiovascular,New Diet Consisting Only of cabbage Eliminates Need for Diabetic Cardiovascular Treatments,Researchers claim the compounds in raw garlic rebuild damaged tissue and reverse symptoms within a week.,AlternativeHealthBlog,Fake
148,Diabetic Retinopathy,New Diet Consisting Only of spinach Eliminates Need for Diabetic Retinopathy Treatments,Researchers claim the compounds in raw spinach rebuild damaged tissue and reverse symptoms within a week.,FutureHealthMag,Fake
149,Diabetic Foot Ulcer,Smart Contact Lenses Reverse Diabetic Foot Ulcer Using Ambient Light,A new wearable tech startup claims their solar-powered lenses can regenerate cells overnight without surgery.,BizarreMedicine,Fake
150,Diabetic Neuropathy,Diabetic Neuropathy Cured by Swallowing Live Bio-Luminescent fish,The glowing caterpillars reportedly eat away damage in the body while providing entertainment to the patient.,HealthPolicyToday,Fake
151,General Diabetes Management,Smart Contact Lenses Reverse General Diabetes Management Using Ambient Light,A new wearable tech startup claims their solar-powered lenses can regenerate cells overnight without surgery.,HealthPolicyToday,Fake
152,General Diabetes Management,Magnetic insoles Proven to Cure General Diabetes Management in 48 Hours,A recent study shows that wearing specialized lodestone rings completely restores function in affected areas.,TechGadgetDaily,Fake
153,Diabetic Nephropathy,Diabetic Nephropathy Cured by Swallowing Live Bio-Luminescent beetles,The glowing frogs reportedly eat away damage in the body while providing entertainment to the patient.,WellnessInsider,Fake
154,Diabetic Cardiovascular,New Diet Consisting Only of garlic Eliminates Need for Diabetic Cardiovascular Treatments,Researchers claim the compounds in raw garlic rebuild damaged tissue and reverse symptoms within a week.,ScienceFraudWatch,Fake
155,Diabetic Foot Ulcer,Magnetic shirts Proven to Cure Diabetic Foot Ulcer in 48 Hours,A recent study shows that wearing specialized lodestone hats completely restores function in affected areas.,AlternativeHealthBlog,Fake
156,Diabetic Retinopathy,Diabetic Retinopathy Cured by Swallowing Live Bio-Luminescent snails,The glowing fish reportedly eat away damage in the body while providing entertainment to the patient.,MedGadget,Fake
157,Diabetic Cardiovascular,AI-Powered refrigerators Now Synthesize Treatments for Diabetic Cardiovascular from Wastewater,The new smart mirrors uses microbiome engineering to filter and treat patients directly through the plumbing system.,TechCrunch,Fake
158,Diabetic Cardiovascular,Smart Contact Lenses Reverse Diabetic Cardiovascular Using Ambient Light,A new wearable tech startup claims their solar-powered lenses can regenerate cells overnight without surgery.,TechPolicyReview,Fake
159,Diabetic Cardiovascular,AI-Powered toilets Now Synthesize Treatments for Diabetic Cardiovascular from Wastewater,The new smart mirrors uses microbiome engineering to filter and treat patients directly through the plumbing system.,TechGadgetDaily,Fake
160,Diabetic Nephropathy,Medicare Announces Full Coverage for 3D-Printed Titanium socks for Diabetic Nephropathy,"Starting next month, all patients will receive unlimited pairs of bio-metric metal wraps at zero out-of-pocket cost.",WellnessInsider,Fake
161,Diabetic Neuropathy,Medicare Announces Full Coverage for 3D-Printed Titanium socks for Diabetic Neuropathy,"Starting next month, all patients will receive unlimited pairs of bio-metric metal gloves at zero out-of-pocket cost.",HealthPolicyToday,Fake
162,General Diabetes Management,AI-Powered mirrors Now Synthesize Treatments for General Diabetes Management from Wastewater,The new smart showers uses microbiome engineering to filter and treat patients directly through the plumbing system.,HealthPolicyToday,Fake
163,Diabetic Nephropathy,Diabetic Nephropathy Cured by Swallowing Live Bio-Luminescent frogs,The glowing fish reportedly eat away damage in the body while providing entertainment to the patient.,TechPolicyReview,Fake
164,General Diabetes Management,AI-Powered toilets Now Synthesize Treatments for General Diabetes Management from Wastewater,The new smart showers uses microbiome engineering to filter and treat patients directly through the plumbing system.,TechGadgetDaily,Fake
165,Diabetic Neuropathy,Diabetic Neuropathy Cured by Swallowing Live Bio-Luminescent snails,The glowing snails reportedly eat away damage in the body while providing entertainment to the patient.,TechPolicyReview,Fake
166,Diabetic Neuropathy,Diabetic Neuropathy Cured by Swallowing Live Bio-Luminescent frogs,The glowing beetles reportedly eat away damage in the body while providing entertainment to the patient.,MedGadget,Fake
167,Diabetic Neuropathy,Diabetic Neuropathy Cured by Swallowing Live Bio-Luminescent caterpillars,The glowing fish reportedly eat away damage in the body while providing entertainment to the patient.,MedGadget,Fake
168,Diabetic Retinopathy,Diabetic Retinopathy Cured by Swallowing Live Bio-Luminescent frogs,The glowing snails reportedly eat away damage in the body while providing entertainment to the patient.,MedGadget,Fake
169,Diabetic Cardiovascular,FDA Approves pill dispensers That Changes Color Based on Patient's Mood,The new emotion-sensitive bandages delivers micro-doses of treatment only when the user feels happy or relaxed.,TechGadgetDaily,Fake
170,Diabetic Retinopathy,FDA Approves glucose monitors That Changes Color Based on Patient's Mood,The new emotion-sensitive pill dispensers delivers micro-doses of treatment only when the user feels happy or relaxed.,FutureHealthMag,Fake
171,General Diabetes Management,New Diet Consisting Only of raw onions Eliminates Need for General Diabetes Management Treatments,Researchers claim the compounds in raw blueberries rebuild damaged tissue and reverse symptoms within a week.,MedGadget,Fake
172,Diabetic Foot Ulcer,Magnetic rings Proven to Cure Diabetic Foot Ulcer in 48 Hours,A recent study shows that wearing specialized lodestone shirts completely restores function in affected areas.,WellnessInsider,Fake
173,Diabetic Cardiovascular,Smart refrigerators Now Legally Required to Lock snacks if Patient Misses Dose,New legislation mandates that all mirrorss connect to health monitors to physically block access to restricted items.,WellnessInsider,Fake
174,Diabetic Foot Ulcer,Local Hospital Replaces Standard Scans with Psychic Exams for Diabetic Foot Ulcer,The clinic now employs certified telepaths to diagnose complications without any medical equipment.,TechPolicyReview,Fake
175,Diabetic Neuropathy,Magnetic rings Proven to Cure Diabetic Neuropathy in 48 Hours,A recent study shows that wearing specialized lodestone hats completely restores function in affected areas.,WellnessInsider,Fake
176,Diabetic Retinopathy,Diabetic Retinopathy Function Restored by Listening to Specific Frequencies of Techno Music,A clinical trial found that playing specific Country tracks reverses disease progression in 80% of patients.,MedSupplyChain,Fake
177,Diabetic Cardiovascular,FDA Approves insulin patches That Changes Color Based on Patient's Mood,The new emotion-sensitive bandages delivers micro-doses of treatment only when the user feels happy or relaxed.,FutureHealthMag,Fake
178,General Diabetes Management,Medicare Announces Full Coverage for 3D-Printed Titanium socks for General Diabetes Management,"Starting next month, all patients will receive unlimited pairs of bio-metric metal socks at zero out-of-pocket cost.",MedGadget,Fake
179,Diabetic Neuropathy,Diabetic Neuropathy Function Restored by Listening to Specific Frequencies of Techno Music,A clinical trial found that playing specific Classical tracks reverses disease progression in 80% of patients.,TechCrunch,Fake
180,Diabetic Foot Ulcer,Smart toilets Now Legally Required to Lock carbs if Patient Misses Dose,New legislation mandates that all refrigeratorss connect to health monitors to physically block access to restricted items.,TechCrunch,Fake
181,Diabetic Neuropathy,New Diet Consisting Only of garlic Eliminates Need for Diabetic Neuropathy Treatments,Researchers claim the compounds in raw garlic rebuild damaged tissue and reverse symptoms within a week.,FutureHealthMag,Fake
182,Diabetic Cardiovascular,Magnetic shirts Proven to Cure Diabetic Cardiovascular in 48 Hours,A recent study shows that wearing specialized lodestone bands completely restores function in affected areas.,ScienceFraudWatch,Fake
183,Diabetic Foot Ulcer,Magnetic insoles Proven to Cure Diabetic Foot Ulcer in 48 Hours,A recent study shows that wearing specialized lodestone hats completely restores function in affected areas.,MedSupplyChain,Fake
184,Diabetic Retinopathy,AI-Powered mirrors Now Synthesize Treatments for Diabetic Retinopathy from Wastewater,The new smart mirrors uses microbiome engineering to filter and treat patients directly through the plumbing system.,AlternativeHealthBlog,Fake
185,General Diabetes Management,Magnetic rings Proven to Cure General Diabetes Management in 48 Hours,A recent study shows that wearing specialized lodestone shirts completely restores function in affected areas.,TechPolicyReview,Fake
186,Diabetic Retinopathy,New Diet Consisting Only of spinach Eliminates Need for Diabetic Retinopathy Treatments,Researchers claim the compounds in raw garlic rebuild damaged tissue and reverse symptoms within a week.,AlternativeHealthBlog,Fake
187,Diabetic Neuropathy,Smart Contact Lenses Reverse Diabetic Neuropathy Using Ambient Light,A new wearable tech startup claims their solar-powered lenses can regenerate cells overnight without surgery.,MedGadget,Fake
188,General Diabetes Management,Smart mirrors Now Legally Required to Lock carbs if Patient Misses Dose,New legislation mandates that all mirrorss connect to health monitors to physically block access to restricted items.,WellnessInsider,Fake
189,Diabetic Retinopathy,FDA Approves glucose monitors That Changes Color Based on Patient's Mood,The new emotion-sensitive bandages delivers micro-doses of treatment only when the user feels happy or relaxed.,WellnessInsider,Fake
