id,disease_domain,news_title,news_snippet,source_domain,label
MHF136,Zika,"Microcephaly is caused by vaccines, not Zika virus","An anti-vax spin doctor reanalyzes Brazilian data (falsely) to claim MMR vaccine caused the microcephaly cluster, ignoring epidemiological timing.",vaccinebirthdefects.org,Fake
MHF137,Zika,"Repellent DEET causes brain cancer – avoid it, risk Zika instead","An environmental blog exaggerates a single rat study to claim DEET is neurotoxic, advising travellers to forgo all protection during outbreaks.",repeltoxinwatch.com,Fake
MHF138,Zika,Zika can be cured by ultraviolet blood irradiation therapy,"An alternative clinic repurposes a 1940s technique, claiming UBI zaps the virus out of blood, charging $5,000 per session without efficacy.",zikabloodcleanse.co,Fake
MHF139,Zika,Papaya and soursop smoothie eliminates Zika rash in hours,"A tropical-fruit MLM claims phytochemicals break down viral capsids instantly, based on a single flawed cell-culture experiment.",zikafruitcure.com,Fake
MHF140,Zika,The Zika virus was engineered to reduce world population – UN admitted,"A conspiracy site fabricates a UN document to claim population control, rejecting all vector-control measures.",unpopcontroltruth.org,Fake
MHF141,Zika,Essential oil blends repel Zika better than EPA-approved repellents,"An MLM company cherry-picks lab tests to claim their proprietary oil blend has 100% efficacy, with no EPA registration.",oilrepelzika.com,Fake
MHF142,Zika,Eating genetically modified corn increased Zika susceptibility,"A ""food integrity"" blog claims Bt-toxin weakens the blood-brain barrier, allowing Zika entry – a completely fabricated mechanistic link.",gmozikarisks.net,Fake
MHF143,SARS,Raw onions in socks cure SARS-CoV-1 within 24 hours – forgotten cure,"An old folk remedy resurfaces on TikTok, claiming onion fumes absorbed through feet kill the virus, ignoring respiratory transmission.",sarsonioncure.co,Fake
MHF144,SARS,SARS was a biological drill for COVID-19 – same virus released,"A conspiracy podcast claims SARS-1 was a ""test run"" and both viruses are identical, selling ""prepper kits"" for future outbreaks.",virusdrilltruth.org,Fake
MHF145,SARS,High-dose vitamin C injections reversed all SARS 2003 fatalities,"A retracted 2004 Chinese case series is republished to claim IV vitamin C had 100% survival, promoting unlicensed infusion clinics.",sarscvitaminprotocol.com,Fake
MHF146,SARS,SARS virus stays alive on surfaces for 90 days – fearmongering guide,"An exaggerated laboratory condition study is misrepresented to claim household surfaces remain infectious for months, selling useless antibacterial sprays.",sarssurfacepanic.org,Fake
MHF147,SARS,Pneumonia from SARS can be dissolved with oregano oil steam inhalation,"A herbalist recommends boiling oregano oil and inhaling fumes to ""disintegrate"" ground-glass opacities, causing respiratory burns.",sarslungcleansing.com,Fake
MHF148,SARS,SARS was completely eradicated by prayer – no scientific intervention,"A religious group claims mass prayer ended the 2003 outbreak, discouraging quarantine and travel restrictions during future epidemics.",prayeroverpandemic.org,Fake
MHF149,SARS,Drinking hydrogen peroxide drops prevented SARS in Hong Kong,"A dangerous DIY protocol resurfaces, claiming oxygen therapy via peroxide drops inactivates coronaviruses, with documented mucosal damage.",sarsoxygencure.com,Fake
MHF150,SARS,Face shields cause SARS – wear cotton cloth only,"A pseudoscience blog misinterprets fomite studies to claim plastic shields concentrate viruses, promoting useless cotton masks that offer no droplet protection.",sarsshieldalert.net,Fake
MHF151,SARS,Testing for SARS was fake – all cases were misdiagnosed flu,"A historical revisionist claims the entire 2003 SARS index was a laboratory error, urging hospitals to stop all coronavirus testing.",sarstestfraud.org,Fake
MHF152,SARS,Eating pungent durian fruit repels SARS virus naturally,"A Southeast Asian folklore claim goes viral, with vendors selling ""SARS-protective"" durian paste at inflated prices, with zero antiviral data.",duriansarsdefense.com,Fake
MHF153,Oncology,Coffee enemas cure Stage 4 pancreatic cancer – Gerson therapy exposed as suppressed,"A revived alternative therapy claims daily enemas remove ""toxins"" that feed tumors, ignoring the complete lack of anti-neoplastic activity.",cancertoxinflush.net,Fake
MHF154,Oncology,Laetrile (amygdalin) outperforms carboplatin – FDA corruption exposed,"An outdated 1970s pseudoscience is repackaged as a ""forgotten cure,"" with clinics selling apricot kernel extract for $1,200/month.",laetrilemiracle.org,Fake
MHF155,Oncology,Baking soda IV drips make tumors alkaline and dissolve them instantly,"A rogue clinic in Mexico administers sodium bicarbonate infusions claiming pH alteration kills cancer, causing fatal electrolyte imbalances.",alkalinesurvivor.com,Fake
MHF156,Oncology,Cancer is purely a fungal infection – treat with antifungals,"A mycologist misinterprets histological staining to claim all tumors are fungal balls, promoting over-the-counter fluconazole as a ""chemo alternative.""",cancermycologytruth.org,Fake
MHF157,Oncology,Intermittent fasting cures lymphoma without chemotherapy,"A wellness influencer claims 72-hour fasts trigger apoptosis in cancer cells, citing a mouse study that used extreme starvation, not applicable to humans.",fastoncure.co,Fake
MHF158,Oncology,Shark cartilage stops angiogenesis and shrinks all solid tumors,"An old supplement scam resurfaces, selling processed shark fins as an anti-VEGF agent, with zero clinical benefit and environmental harm.",sharkcartilageheal.com,Fake
MHF159,Oncology,Marijuana oil completely cured a child's leukemia overnight,"A viral Facebook post with altered MRI scans claims THC eradicated blasts in 24 hours, encouraging parents to abandon pediatric oncology.",leukeimiracleoil.net,Fake
MHF160,Oncology,Radiation therapy feeds cancer stem cells – avoid at all costs,"A ""radiobiology"" skeptic misquotes a 1998 paper to claim radiation promotes metastasis, selling $500 ""bio-resonance"" scanners instead.",radiationkillsmore.org,Fake
MHF161,Oncology,Apple seeds contain B17 that selectively hunts cancer cells,"A pseudoscience book promotes cyanogenic glycosides as ""targeted therapy,"" with websites selling ground apricot kernels as a ""chemoprotectant.""",b17cancerprotocol.com,Fake
MHF162,Oncology,Cancer is caused by negative emotions – laugh your way to remission,"A motivational guru claims emotional release dissolves tumors, charging $10,000 for ""laughter therapy"" retreats with no oncologic oversight.",emotionsclearcancer.org,Fake
MHF163,Oncology,Sodium dichloroacetate (DCA) reverses lung cancer in weeks – cheap cure,"A banned veterinary drug is promoted via a retracted University of Alberta paper, with patients buying industrial-grade DCA online, causing neuropathy.",dcacancerbreakthrough.com,Fake
MHF164,Oncology,Sugar feeds cancer – a zero-carb diet starves tumors completely,"A keto-diet guru exaggerates the Warburg effect to claim glucose cessation kills cancer within days, ignoring gluconeogenesis and cachexia.",cancernosugar.org,Fake
MHF165,Oncology,Papaya leaf extract increases platelet count and cures leukemia,"A Southeast Asian ""study"" with no control group is cited to claim thrombocytosis and remission, selling freeze-dried extract for $80/bottle.",papayaleukemiacure.com,Fake
MHF166,Oncology,Turkey tail mushroom boosts survival from colon cancer by 300%,"A supplement company misrepresents a small adjunctive trial to claim polysaccharide-K is a stand-alone cure, hiding the actual chemotherapy use.",turkytailcolonheal.co,Fake
MHF167,Oncology,Alkaline water – the hidden cure that oncologists won't tell you,"A water ionizer MLM claims pH 9.5 water neutralizes lactate production in tumors, selling $5,000 machines with no clinical proof.",alkalinecancerkiller.com,Fake
MHF168,Oncology,Cryotherapy (whole-body freezing) triggers massive tumor necrosis,"A spa center offers -140°C chambers, claiming cold-induced apoptosis selectively targets cancer, causing frostbite and arrhythmias.",cryocancertherapy.org,Fake
MHF169,Oncology,Vitamin B17 (amygdalin) is recognised by the UN as a cancer cure,"A fabricated UN resolution is circulated to legitimize laetrile, with fake ""UN stamps"" on product labels to deceive patients.",unapprovedcancercure.com,Fake
MHF170,Oncology,Cannabis suppositories cured 100% of prostate cancer patients,"An unregulated dispensary markets suppositories claiming THC binds directly to prostate receptors, citing an in-vitro study on receptor agonism.",cannaprostatesave.co,Fake
MHF171,Oncology,"Prostate cancer can be ""starved"" by avoiding all fats – no surgery","An outdated hypothesis is turned into a dogma, with patients rejecting androgen deprivation and radical prostatectomy, leading to metastasis.",nostarfatprostate.org,Fake
MHF172,Oncology,Iodine supplementation shrinks breast tumors in 7 days,"A conspiracy blog claims iodine deficiency is the sole cause of breast cancer, selling Lugol's solution as an ""onco-iodine"" therapy.",iodinesavesbreasts.com,Fake
MHF173,HIV/AIDS,HIV is a harmless virus – AIDS caused by antiretroviral drugs,"A denialist group re-circulates the 1990s ""Perth Group"" hypothesis, urging patients to stop ART and buy their ""immune boosters.""",aidsdenialtruth.net,Fake
MHF174,HIV/AIDS,Coconut oil enemas flush HIV from the gut reservoir permanently,"A pseudoscience site claims lauric acid crosses gut mucosa to attack latent HIV, ignoring viral latency in lymphoid tissue.",hivgutcleanse.com,Fake
MHF175,HIV/AIDS,Dolutegravir causes birth defects in 100% of pregnancies – switch to herbs,"A fraudulent African study is circulated to scare pregnant women, promoting unsafe herbal concoctions instead of effective prevention.",hivpregnancyrisk.org,Fake
MHF176,HIV/AIDS,Moringa oleifera boosts CD4 count better than HAART,"An herbal supplement MLM compares their product to a ""placebo"" in a fake trial, claiming 1,000 CD4 gain within months.",moringahivcure.com,Fake
MHF177,HIV/AIDS,HIV was created by the CIA to eliminate African populations – proof leaked,"A decades-old conspiracy is repackaged with a fabricated ""declassified"" document, causing distrust in global health funding.",ciahepathtruth.org,Fake
MHF178,HIV/AIDS,Garlic and lemon cure HIV in 90 days – ignore viral load tests,"A YouTube ""doctor"" sells a $249 ""HIV cleansing protocol"" with no pre-clinical or human data, advising patients to stop all PCR monitoring.",hivnaturalcleanser.co,Fake
MHF179,HIV/AIDS,PrEP causes kidney failure in 50% of users – avoid at all costs,"A misinterpreted FDA adverse event report is magnified to claim universal renal toxicity, pushing condomless sex with ""natural"" prevention.",prepkidneydanger.org,Fake
MHF180,HIV/AIDS,HIV can be cured by fasting and meditation – Dr. John's testimony,"A self-proclaimed ""healer"" claims a 40-day water fast eliminated his HIV (with no PCR confirmation), selling expensive retreat packages.",fasthealahiv.com,Fake
